SampleType,Genus
OB29,Sulfitobacter
OB29,Thalassobius
OB29,Yoonia
OB29,Nisaea
OB29,Roseithermus
OB29,Flavilitoribacter
OB29,Sphingorhabdus
OB29,Longivirga
OB29,Subdivision3_genera_incertae_sedis
OB29,Cocleimonas
OB29,Aliivibrio
OB29,Photobacterium
OB30,Actinomarinicola
OB30,Ilumatobacter
OB30,Aeromonas
OB30,Colwellia
OB30,Psychrobium
OB30,Psychromonas
OB30,Arenicella
OB30,Halobacteriovorax
OB30,Alistipes
OB30,Bacteroides
OB30,Acidovorax
OB30,Herbaspirillum
OB30,Hydrogenophaga
OB30,Polaromonas
OB30,Polynucleobacter
OB30,Ralstonia
OB30,Rhizobacter
OB30,Sphaerotilus
OB30,Sulfurovum
OB30,Hellea
OB30,Haliea
OB30,Halioglobus
OB30,Luminiphilus
OB30,Marimicrobium
OB30,Oceanicoccus
OB30,Porticoccus
OB30,Sediminibacterium
OB30,Chlorophyta
OB30,Cryptomonadaceae
OB30,Woeseia
OB30,Clostridium XlVa
OB30,Clostridium sensu stricto
OB30,Intestinibacillus
OB30,Lacrimispora
OB30,Proteocatella
OB30,Schaedlerella
OB30,Sedimentibacter
OB30,Tissierella
OB30,Aquirufa
OB30,Aureibacter
OB30,Fulvivirga
OB30,Deferrisoma
OB30,Desulfatiglans
OB30,Desulfobulbus
OB30,Desulfoconvexum
OB30,Desulfopila
OB30,Desulfosarcina
OB30,Desulfotalea
OB30,Pelobacter
OB30,Emcibacter
OB30,GpIIa
OB30,GpXIII
OB30,Brumimicrobium
OB30,Crocinitomix
OB30,Flavicella
OB30,Fluviicola
OB30,Formosa
OB30,Lutibacter
OB30,Lutimonas
OB30,Maribacter
OB30,Owenweeksia
OB30,Phaeocystidibacter
OB30,Polaribacter
OB30,Tenacibaculum
OB30,Ulvibacter
OB30,Wenyingzhuangia
OB30,Winogradskyella
OB30,Psychrilyobacter
OB30,Gp10
OB30,Gp22
OB30,Gp6
OB30,Kiritimatiella
OB30,Latescibacteria_genera_incertae_sedis
OB30,Aquicella
OB30,Diplorickettsia
OB30,Lentisphaera
OB30,Mariprofundus
OB30,Mycobacterium
OB30,Vogesella
OB30,Methylotenera
OB30,Pseudobacteriovorax
OB30,Oligosphaera
OB30,Pacearchaeota Incertae Sedis AR13
OB30,Rubripirellula
OB30,Fimbriiglobus
OB30,Gimesia
OB30,Planctomicrobium
OB30,Zavarzinella
OB30,Nocardioides
OB30,Acinetobacter
OB30,Pseudomonas
OB30,Coraliomargarita
OB30,Pelagicoccus
OB30,Ruficoccus
OB30,Bradyrhizobium
OB30,Kaistia
OB30,Pseudahrensia
OB30,Cypionkella
OB30,Litoreibacter
OB30,Octadecabacter
OB30,Roseovarius
OB30,Sulfitobacter
OB30,Thalassobius
OB30,Yoonia
OB30,Nisaea
OB30,Roseithermus
OB30,Flavilitoribacter
OB30,Sphingorhabdus
OB30,Longivirga
OB30,Subdivision3_genera_incertae_sedis
OB30,Cocleimonas
OB30,Aliivibrio
OB30,Photobacterium
