"Taxon","sumOB40","sumOB41","sumOB42","Order","Genus"
"Sphingomonadales;Novosphingobium",1,1,0,"Sphingomonadales","Novosphingobium"
"Sphingomonadales;Parasphingopyxis",0,0,0,"Sphingomonadales","Parasphingopyxis"
"Sphingomonadales;Polymorphobacter",0,0,0,"Sphingomonadales","Polymorphobacter"
"Sphingomonadales;Sphingobium",0,0,0,"Sphingomonadales","Sphingobium"
"Sphingomonadales;Sphingomonas",1,2,1,"Sphingomonadales","Sphingomonas"
"Sphingomonadales;Sphingorhabdus",1,1,1,"Sphingomonadales","Sphingorhabdus"
"Spirochaetales;Pleomorphochaeta",0,0,0,"Spirochaetales","Pleomorphochaeta"
"Sporichthyales;Longivirga",0,0,0,"Sporichthyales","Longivirga"
"Streptosporangiales;Actinoallomurus",0,0,0,"Streptosporangiales","Actinoallomurus"
"Subdivision3_genera_incertae_sedis;Subdivision3_genera_incertae_sedis",5,5,4,"Subdivision3_genera_incertae_sedis","Subdivision3_genera_incertae_sedis"
"Synergistales;Acetomicrobium",1,1,1,"Synergistales","Acetomicrobium"
"Synergistales;Cloacibacillus",0,1,0,"Synergistales","Cloacibacillus"
"Terrimicrobiales;Terrimicrobium",0,1,0,"Terrimicrobiales","Terrimicrobium"
"Thermotogales;Fervidobacterium",0,0,0,"Thermotogales","Fervidobacterium"
"Thiotrichales;Cocleimonas",0,0,0,"Thiotrichales","Cocleimonas"
"Thiotrichales;Cysteiniphilum",0,0,0,"Thiotrichales","Cysteiniphilum"
"Thiotrichales;Francisella",0,0,0,"Thiotrichales","Francisella"
"Thiotrichales;Leucothrix",1,0,0,"Thiotrichales","Leucothrix"
"Thiotrichales;Thiomicrorhabdus",0,0,0,"Thiotrichales","Thiomicrorhabdus"
"Thiotrichales;Thiothrix",0,0,0,"Thiotrichales","Thiothrix"
"Veillonellales;Dialister",0,2,0,"Veillonellales","Dialister"
"Verrucomicrobiales;Akkermansia",1,0,0,"Verrucomicrobiales","Akkermansia"
"Verrucomicrobiales;Luteolibacter",0,1,0,"Verrucomicrobiales","Luteolibacter"
"Verrucomicrobiales;Rubritalea",3,4,2,"Verrucomicrobiales","Rubritalea"
"Vibrionales;Aliivibrio",1,1,1,"Vibrionales","Aliivibrio"
"Vibrionales;Catenococcus",0,0,0,"Vibrionales","Catenococcus"
"Vibrionales;Photobacterium",1,1,1,"Vibrionales","Photobacterium"
"Vibrionales;Vibrio",0,1,0,"Vibrionales","Vibrio"
"Vicinamibacterales;Luteitalea",1,0,1,"Vicinamibacterales","Luteitalea"
"WPS-2_genera_incertae_sedis;WPS-2_genera_incertae_sedis",0,0,0,"WPS-2_genera_incertae_sedis","WPS-2_genera_incertae_sedis"
"Woesearchaeota Incertae Sedis AR16;Woesearchaeota Incertae Sedis AR16",0,0,0,"Woesearchaeota Incertae Sedis AR16","Woesearchaeota Incertae Sedis AR16"
"Xanthomonadales;Arenimonas",2,1,0,"Xanthomonadales","Arenimonas"
"Xanthomonadales;Luteimonas",0,0,0,"Xanthomonadales","Luteimonas"
"Xanthomonadales;Rhodanobacter",0,0,0,"Xanthomonadales","Rhodanobacter"
"Xanthomonadales;Stenotrophomonas",1,0,0,"Xanthomonadales","Stenotrophomonas"
"Xanthomonadales;Xanthomonas",0,0,0,"Xanthomonadales","Xanthomonas"
