SampleType,Genus
OB40,Pseudarcobacter
OB40,Clostridium IV
OB40,Fusicatenibacter
OB40,Schaedlerella
OB40,Phaeocystidibacter
OB40,Geothrix
OB40,Leucobacter
OB40,Beijerinckia
OB40,Xanthobacter
OB40,Reyranella
OB40,Thalassobaculum
OB40,Megamonas
OB40,Pelosinus
OB40,Novosphingobium
OB40,Arenimonas
OB41,Tolumonas
OB41,Aliiglaciecola
OB41,Ferrimonas
OB41,Paramoritella
OB41,Atribacteria_genera_incertae_sedis
OB41,Alistipes
OB41,Parabacteroides
OB41,Prevotellamassilia
OB41,Roseimarinus
OB41,Bradymonas
OB41,Hydromonas
OB41,Rhodoferax
OB41,Sulfurovum
OB41,Haliea
OB41,Wenzhouxiangella
OB41,Butyricicoccus
OB41,Enterocloster
OB41,Gemmiger
OB41,Neglecta
OB41,Collinsella
OB41,Desulfobulbus
OB41,Desulforhopalus
OB41,Desulfosarcina
OB41,Clostridium XVIII
OB41,Holdemanella
OB41,Lacinutrix
OB41,Taeania
OB41,Ulvibacter
OB41,Wenyingzhuangia
OB41,Cetobacterium
OB41,Gemmatimonas
OB41,Catellicoccus
OB41,Lentisphaera
OB41,Cryobacterium
OB41,Microbacterium
OB41,Defluviitoga
OB41,Phycisphaera
OB41,Tundrisphaera
OB41,Hoeflea
OB41,Methylobacterium
OB41,Parvibaculum
OB41,Pedomicrobium
OB41,Amaricoccus
OB41,Planktomarina
OB41,Rubellimicrobium
OB41,Thalassobius
OB41,Occidentia
OB41,Altererythrobacter
OB41,Cloacibacillus
OB41,Terrimicrobium
OB41,Dialister
OB41,Luteolibacter
OB41,Vibrio
OB41,Actinomarinicola
OB41,Ilumatobacter
OB41,Ancylomarina
OB41,Duncaniella
OB41,Bifidobacterium
OB41,Hydrogenophaga
OB41,Janthinobacterium
OB41,Sphaerotilus
OB41,Poseidonibacter
OB41,Candidatus Hydrogenedens
OB41,Caulobacter
OB41,Hellea
OB41,Halioglobus
OB41,Porticoccus
OB41,Dysosmobacter
OB41,Kineothrix
OB41,Phocea
OB41,Romboutsia
OB41,Ruminococcus
OB41,Coprothermobacter
OB41,Desulfotalea
OB41,Pelobacter
OB41,Emcibacter
OB41,Owenweeksia
OB41,Winogradskyella
OB41,Psychrilyobacter
OB41,Gp22
OB41,Gp5
OB41,Methylobacter
OB41,Aurantimicrobium
OB41,Micropepsis
OB41,Methylophilus
OB41,Methylotenera
OB41,Nitrospira
OB41,Marinomonas
OB41,Spongiispira
OB41,Lacunisphaera
OB41,Gimesia
OB41,Planctomicrobium
OB41,Pelagicoccus
OB41,Ruficoccus
OB41,Bradyrhizobium
OB41,Methyloceanibacter
OB41,Pseudahrensia
OB41,Pseudolabrys
OB41,Celeribacter
OB41,Cypionkella
OB41,Litoreibacter
OB41,Octadecabacter
OB41,Zoogloea
OB41,Nisaea
OB41,Varunaivibrio
OB41,Roseithermus
OB41,Sphingomonas
OB41,Sphingorhabdus
OB41,Acetomicrobium
OB41,Aliivibrio
OB41,Photobacterium
OB40,Actinomarinicola
OB40,Ilumatobacter
OB40,Ancylomarina
OB40,Duncaniella
OB40,Bifidobacterium
OB40,Hydrogenophaga
OB40,Janthinobacterium
OB40,Sphaerotilus
OB40,Poseidonibacter
OB40,Candidatus Hydrogenedens
OB40,Caulobacter
OB40,Hellea
OB40,Halioglobus
OB40,Porticoccus
OB40,Dysosmobacter
OB40,Kineothrix
OB40,Phocea
OB40,Romboutsia
OB40,Ruminococcus
OB40,Coprothermobacter
OB40,Desulfotalea
OB40,Pelobacter
OB40,Emcibacter
OB40,Owenweeksia
OB40,Winogradskyella
OB40,Psychrilyobacter
OB40,Gp22
OB40,Gp5
OB40,Methylobacter
OB40,Aurantimicrobium
OB40,Micropepsis
OB40,Methylophilus
OB40,Methylotenera
OB40,Nitrospira
OB40,Marinomonas
OB40,Spongiispira
OB40,Lacunisphaera
OB40,Gimesia
OB40,Planctomicrobium
OB40,Pelagicoccus
OB40,Ruficoccus
OB40,Bradyrhizobium
OB40,Methyloceanibacter
OB40,Pseudahrensia
OB40,Pseudolabrys
OB40,Celeribacter
OB40,Cypionkella
OB40,Litoreibacter
OB40,Octadecabacter
OB40,Zoogloea
OB40,Nisaea
OB40,Varunaivibrio
OB40,Roseithermus
OB40,Sphingomonas
OB40,Sphingorhabdus
OB40,Acetomicrobium
OB40,Aliivibrio
OB40,Photobacterium
OB42,Actinomarinicola
OB42,Ilumatobacter
OB42,Ancylomarina
OB42,Duncaniella
OB42,Bifidobacterium
OB42,Hydrogenophaga
OB42,Janthinobacterium
OB42,Sphaerotilus
OB42,Poseidonibacter
OB42,Candidatus Hydrogenedens
OB42,Caulobacter
OB42,Hellea
OB42,Halioglobus
OB42,Porticoccus
OB42,Dysosmobacter
OB42,Kineothrix
OB42,Phocea
OB42,Romboutsia
OB42,Ruminococcus
OB42,Coprothermobacter
OB42,Desulfotalea
OB42,Pelobacter
OB42,Emcibacter
OB42,Owenweeksia
OB42,Winogradskyella
OB42,Psychrilyobacter
OB42,Gp22
OB42,Gp5
OB42,Methylobacter
OB42,Aurantimicrobium
OB42,Micropepsis
OB42,Methylophilus
OB42,Methylotenera
OB42,Nitrospira
OB42,Marinomonas
OB42,Spongiispira
OB42,Lacunisphaera
OB42,Gimesia
OB42,Planctomicrobium
OB42,Pelagicoccus
OB42,Ruficoccus
OB42,Bradyrhizobium
OB42,Methyloceanibacter
OB42,Pseudahrensia
OB42,Pseudolabrys
OB42,Celeribacter
OB42,Cypionkella
OB42,Litoreibacter
OB42,Octadecabacter
OB42,Zoogloea
OB42,Nisaea
OB42,Varunaivibrio
OB42,Roseithermus
OB42,Sphingomonas
OB42,Sphingorhabdus
OB42,Acetomicrobium
OB42,Aliivibrio
OB42,Photobacterium
