OTU_ID,OB05_CA122A2,OB08_CA10,OB11_CA58A1,OB13_CA50B,OB18_CA51A3A,OB21_CA51A3,OB23_T046B4,OB25_T037A2,OB26_T037,OB29_T068C1,OB31_T023D3,OB32_T073A2,OB33_T073A1,OB35_T101B,OB37_T100F,FP_T101A_M_BC_OA,OB40_T060D,OB41_T060E
Zotu3471,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0
Zotu3472,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Zotu3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu3478,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Zotu3479,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0
Zotu348,14,44,9,14,0,141,0,0,0,12,0,0,0,0,0,0,0,0
Zotu3481,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4
Zotu3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu3486,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
Zotu3487,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,3
Zotu3488,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0
Zotu3489,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,4,0
Zotu3491,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0
Zotu3495,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0
Zotu3496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0
Zotu3498,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0
Zotu35,1142,114,2261,1069,182,928,19,22,9,48,9,3,0,24,35,15,42,54
Zotu3509,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,3
Zotu351,0,0,0,0,0,0,16,14,0,17,139,122,114,79,69,66,107,162
Zotu3510,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0
Zotu3515,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0
Zotu3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Zotu3522,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0
Zotu3523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu3525,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4
Zotu3526,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu3529,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
Zotu3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
Zotu3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3
Zotu3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu3544,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3
Zotu3554,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
Zotu3555,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Zotu3561,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Zotu3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Zotu3573,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3576,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3579,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Zotu3584,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0
Zotu3585,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Zotu3593,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Zotu3595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu3597,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Zotu3599,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0
Zotu3600,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Zotu3601,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Zotu3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Zotu3606,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Zotu3607,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0
Zotu3613,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Zotu3614,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0
Zotu3615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Zotu3616,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Zotu3617,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0
Zotu3619,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
Zotu3630,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0
Zotu3634,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
Zotu3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4
Zotu3645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7
Zotu3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0
Zotu3649,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,3,0,0
Zotu3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Zotu3654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Zotu3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9
Zotu3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3
Zotu3659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Zotu3663,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu3665,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0
Zotu3666,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0
Zotu3667,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4
Zotu3668,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu3669,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0
Zotu3670,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0
Zotu368,8,0,0,0,3,246,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3682,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3697,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0
Zotu37,502,104,625,67,396,2321,152,183,27,131,4,4,3,4,7,7,0,4
Zotu3700,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3701,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3708,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Zotu3709,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu371,0,0,0,0,0,0,59,58,15,120,26,41,6,41,76,45,80,73
Zotu3716,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Zotu3718,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Zotu3723,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6
Zotu3725,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0
Zotu3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu3738,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Zotu3743,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Zotu3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Zotu3747,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Zotu3750,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Zotu3751,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0
Zotu3752,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0
Zotu3756,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0
Zotu3758,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,3
Zotu3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
Zotu3765,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0
Zotu3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu3771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu3774,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Zotu3776,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Zotu3777,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Zotu3779,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Zotu378,0,0,0,0,0,10,62,72,6,35,90,69,25,44,30,60,50,45
Zotu3782,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Zotu3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4
Zotu3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu3785,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3
Zotu3786,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu3787,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
Zotu3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu380,0,0,0,0,0,0,68,101,86,29,0,0,0,13,4,12,0,15
Zotu3805,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Zotu3811,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
Zotu3816,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3817,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu3829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu3835,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0
Zotu3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
Zotu3839,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Zotu3841,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0
Zotu3846,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0
Zotu3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu3850,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu3853,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Zotu3855,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0
Zotu3858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Zotu3859,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0
Zotu3861,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Zotu3869,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0
Zotu387,5,0,0,0,0,0,80,34,12,44,65,56,45,47,82,23,52,37
Zotu3870,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0
Zotu3875,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu3876,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5
Zotu3878,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0
Zotu3885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
Zotu389,0,0,0,0,0,0,59,32,11,76,29,43,26,60,88,9,47,47
Zotu3892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Zotu3895,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
Zotu3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu3909,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0
Zotu391,57,0,0,0,0,0,49,42,7,26,59,59,44,43,72,22,45,39
Zotu3912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Zotu3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
Zotu3915,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0
Zotu3916,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
Zotu3917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0
Zotu392,121,26,55,36,0,37,22,10,0,0,20,12,14,5,3,0,0,0
Zotu3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0
Zotu3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Zotu3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0
Zotu3923,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
Zotu3924,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0
Zotu3925,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0
Zotu3927,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Zotu3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Zotu3930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3
Zotu3936,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0
Zotu3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Zotu3942,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3
Zotu3957,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3967,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3968,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Zotu3978,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
Zotu3979,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu398,57,0,45,0,185,0,33,0,0,0,13,0,0,0,0,0,0,0
Zotu3980,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Zotu3981,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu3985,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
Zotu3986,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zotu3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
Zotu399,0,0,0,0,0,0,77,125,63,83,0,0,0,12,0,8,4,27
Zotu3994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu3995,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
Zotu40,110,8,27,0,0,20,939,1113,202,955,714,560,330,350,735,487,742,849
Zotu400,22,0,7,0,0,0,61,21,10,40,74,85,71,63,67,33,27,43
Zotu4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Zotu4006,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0
Zotu4009,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
Zotu4012,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3
Zotu4013,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0
Zotu4014,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Zotu402,15,4,0,0,0,0,54,54,8,49,92,93,59,37,32,16,28,50
Zotu4023,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Zotu4024,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0
Zotu403,0,276,0,5,0,0,0,0,5,7,0,0,0,0,0,13,0,9
Zotu4030,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0
Zotu4036,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0
Zotu4037,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Zotu4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
Zotu4041,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0
Zotu4042,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Zotu4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Zotu4045,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
Zotu4046,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Zotu405,0,0,0,0,0,0,10,11,25,0,0,0,0,58,75,184,53,85
Zotu4050,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0
Zotu4054,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Zotu4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Zotu406,0,0,0,0,0,0,11,22,40,27,0,0,10,31,51,77,24,62
Zotu4061,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
Zotu4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Zotu4064,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
Zotu4066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0
Zotu4067,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Zotu4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Zotu4070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
Zotu4073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu4075,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0
Zotu4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Zotu4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Zotu4090,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Zotu4096,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu4097,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,4
Zotu4098,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Zotu4106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
Zotu4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Zotu4108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu411,0,0,0,0,0,0,89,139,36,151,0,0,0,3,0,0,5,0
Zotu4110,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Zotu4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Zotu4118,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4
Zotu4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
Zotu4121,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0
Zotu4125,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4130,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
Zotu4131,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Zotu4137,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zotu414,0,0,0,0,0,0,8,0,0,228,0,0,0,7,0,8,9,22
Zotu4141,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Zotu4145,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4146,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu415,0,0,0,0,0,0,46,64,52,35,13,0,6,10,28,20,22,42
Zotu4156,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4159,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Zotu4163,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Zotu4165,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Zotu4169,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu417,0,0,0,0,0,8,42,69,18,42,84,46,47,28,85,42,44,56
Zotu4181,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0
Zotu4184,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu4186,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zotu4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Zotu4193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu4195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Zotu4200,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3
Zotu4206,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Zotu4208,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
Zotu421,0,0,0,0,0,0,42,56,17,25,63,52,91,38,20,44,43,28
Zotu4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Zotu4216,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0
Zotu4218,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu4221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Zotu4226,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Zotu4227,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
Zotu4236,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0
Zotu4238,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
Zotu4240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0
Zotu4244,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0
Zotu425,0,0,0,0,0,0,75,29,7,56,82,67,50,33,29,47,45,86
Zotu4253,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4254,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Zotu4255,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Zotu4257,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4260,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0
Zotu4261,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Zotu4266,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Zotu4269,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Zotu427,0,0,0,0,0,12,43,32,7,96,17,31,12,25,29,19,35,61
Zotu4270,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Zotu4272,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Zotu4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Zotu4278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Zotu428,75,16,223,80,0,0,28,18,11,68,3,3,4,0,0,0,3,0
Zotu4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu4282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
Zotu4284,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Zotu4285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0
Zotu4288,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Zotu4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
Zotu4294,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu4295,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0
Zotu4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Zotu4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Zotu4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Zotu4306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu431,0,0,0,0,0,28,41,15,0,95,21,17,10,32,19,9,31,38
Zotu4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Zotu4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Zotu4316,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0
Zotu4328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Zotu433,0,0,0,25,0,144,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Zotu4332,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0
Zotu4333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Zotu4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu4346,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Zotu4350,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4351,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4352,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4358,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4359,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4360,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4386,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Zotu439,91,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,11,8
Zotu4391,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0
Zotu4393,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Zotu4396,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0
Zotu4399,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu4401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
