OTU_ID,OB05_CA122A2,OB08_CA10,OB11_CA58A1,OB13_CA50B,OB18_CA51A3A,OB21_CA51A3,OB23_T046B4,OB25_T037A2,OB26_T037,OB29_T068C1,OB31_T023D3,OB32_T073A2,OB33_T073A1,OB35_T101B,OB37_T100F,FP_T101A_M_BC_OA,OB40_T060D,OB41_T060E
Zotu5461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Zotu5466,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0
Zotu5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Zotu5470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Zotu5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Zotu5473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Zotu5479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Zotu548,0,0,0,0,0,0,20,24,44,4,0,0,0,20,43,54,19,12
Zotu5480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
Zotu5484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Zotu5485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
Zotu549,4,31,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5493,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0
Zotu5494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Zotu5495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Zotu5496,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0
Zotu550,0,0,0,0,0,0,47,16,6,43,30,32,28,18,22,35,15,39
Zotu5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu5502,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Zotu5505,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0
Zotu5506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Zotu5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Zotu5517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Zotu552,0,0,0,0,0,0,40,65,13,54,45,42,26,0,27,29,28,34
Zotu5521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Zotu5523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Zotu5524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Zotu5527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Zotu553,0,24,0,74,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Zotu554,0,0,0,0,16,47,63,61,8,51,0,0,0,0,0,0,3,3
Zotu5543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu5547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Zotu5553,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu5554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Zotu5570,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0
Zotu5575,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu5577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Zotu5578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Zotu5580,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Zotu5587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu5589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu5590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Zotu5605,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Zotu561,0,0,0,0,0,0,4,24,20,7,0,0,0,56,31,83,30,41
Zotu562,96,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5621,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Zotu5623,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5636,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5637,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5638,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Zotu5639,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Zotu5640,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Zotu5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu5652,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5666,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Zotu5668,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Zotu5669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Zotu567,0,0,0,0,0,0,4,15,11,11,0,0,0,49,77,82,37,25
Zotu5673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Zotu568,0,0,0,0,0,0,21,41,10,24,8,16,8,6,19,43,30,25
Zotu5688,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
Zotu5690,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Zotu5692,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Zotu5694,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Zotu57,493,99,283,851,267,343,11,0,0,9,3,0,4,5,12,11,12,11
Zotu570,0,0,28,0,0,5,8,16,4,37,10,5,11,15,15,6,7,25
Zotu5700,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Zotu5704,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Zotu5706,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5708,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Zotu5713,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Zotu5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu5718,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu572,0,0,0,0,0,0,7,0,32,131,0,0,5,7,12,7,0,5
Zotu5735,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Zotu5767,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Zotu5768,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0
Zotu5770,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Zotu5771,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Zotu5779,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Zotu5785,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Zotu5786,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Zotu5793,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Zotu5799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Zotu5801,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Zotu5808,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
Zotu581,0,27,0,0,0,0,26,0,0,0,53,33,0,0,0,0,40,0
Zotu5810,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Zotu5811,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Zotu5812,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Zotu5813,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Zotu5816,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Zotu5817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
Zotu583,0,3,0,32,0,69,0,0,0,7,11,0,0,4,8,0,4,5
Zotu584,0,0,0,0,0,0,34,36,35,3,0,0,0,6,11,3,0,3
Zotu5841,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Zotu5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu5848,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Zotu585,10,19,4,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5851,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Zotu5855,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Zotu5856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu5858,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Zotu5860,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Zotu5861,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Zotu5863,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Zotu5864,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Zotu5866,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
Zotu5870,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Zotu5876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Zotu5879,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Zotu5884,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Zotu5889,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Zotu589,126,0,28,0,0,32,0,0,0,0,0,0,0,0,0,6,0,0
Zotu5895,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
Zotu5898,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
Zotu5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
Zotu5904,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
Zotu591,0,0,0,17,78,37,7,9,0,9,0,0,0,0,8,0,3,0
Zotu5910,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu5912,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu5917,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Zotu5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Zotu5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Zotu594,0,11,0,113,0,0,0,0,5,15,0,0,0,0,0,0,12,0
Zotu5940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Zotu5941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Zotu5943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Zotu595,24,0,0,0,0,4,14,24,4,17,27,31,31,24,13,12,19,19
Zotu5953,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0
Zotu5959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu596,5,0,0,0,0,0,24,24,6,38,57,39,15,39,20,17,17,12
Zotu5960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Zotu5961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Zotu5966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
Zotu5968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Zotu5971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Zotu5976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu5977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Zotu5979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Zotu5981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Zotu5983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Zotu5986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
Zotu5987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
Zotu599,0,0,0,0,0,0,62,74,13,7,0,5,5,33,6,17,29,27
Zotu5991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Zotu5995,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Zotu5998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
Zotu5999,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Zotu60,96,30,217,281,18,227,524,441,145,1582,312,192,217,551,704,415,439,597
Zotu6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Zotu6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Zotu6002,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu6008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Zotu602,29,0,0,0,0,3,16,34,12,31,45,21,20,9,54,8,38,16
Zotu6021,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Zotu6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Zotu6043,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
Zotu6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Zotu6045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Zotu6049,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu605,59,27,7,18,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Zotu6056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu6060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Zotu6061,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Zotu6064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Zotu6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Zotu6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Zotu608,0,0,0,0,0,0,40,4,5,37,15,29,22,29,15,40,23,94
Zotu6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
Zotu6085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu6086,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Zotu6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Zotu609,12,3,21,0,12,29,0,0,0,0,0,0,0,0,0,0,0,0
Zotu61,1608,284,353,120,201,865,0,4,0,0,0,0,0,0,8,0,12,3
Zotu6102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Zotu6105,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Zotu6135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Zotu6137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Zotu6138,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Zotu6143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Zotu62,23,0,6,0,0,24,769,800,158,862,534,429,321,363,530,326,523,723
Zotu624,38,29,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu626,0,3,6,5,5,48,5,4,5,3,7,11,6,52,20,13,21,0
Zotu627,0,63,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu628,0,0,0,0,0,0,18,10,0,14,18,8,12,28,62,23,55,62
Zotu631,0,0,0,0,0,0,31,22,28,16,0,0,0,13,0,22,0,20
Zotu634,13,0,0,0,0,0,24,30,0,32,44,25,21,6,34,26,9,17
Zotu638,0,0,0,94,0,90,0,0,0,12,0,0,0,0,28,11,8,10
Zotu639,0,0,0,0,0,0,21,9,0,12,31,52,48,16,33,5,15,18
Zotu641,12,0,0,0,0,0,18,12,7,20,19,9,34,23,13,20,20,19
Zotu642,0,0,0,0,0,0,0,0,7,0,9,0,3,77,65,70,14,52
Zotu643,0,0,0,0,6,81,0,0,0,0,0,0,0,6,0,4,6,0
Zotu648,0,0,0,0,0,0,26,7,0,52,22,5,0,18,24,32,42,78
Zotu65,23,7,7,0,0,0,765,811,133,468,655,533,421,423,663,418,771,754
Zotu650,0,0,0,0,0,0,46,24,0,59,20,16,15,29,27,18,26,35
Zotu652,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,7
Zotu655,3,0,0,0,0,0,31,17,5,16,49,21,25,14,20,0,7,19
Zotu658,0,0,0,0,0,0,37,22,26,24,0,0,0,0,10,21,7,16
Zotu669,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,63,28,30
Zotu670,0,0,0,0,0,0,22,3,26,0,0,0,0,56,31,33,12,29
Zotu673,0,0,0,0,0,0,20,18,6,0,28,32,7,18,29,6,14,7
Zotu674,0,8,240,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu676,0,0,0,0,0,0,0,0,0,16,13,3,0,30,18,8,36,25
Zotu678,0,0,0,0,0,0,11,9,23,27,0,0,0,0,6,11,8,14
Zotu680,0,0,0,0,0,0,20,17,0,5,29,31,23,12,39,20,25,29
Zotu685,0,0,0,0,0,0,8,0,0,10,11,18,32,41,16,20,22,46
Zotu686,0,0,0,0,0,0,0,0,0,34,20,0,0,18,38,3,14,107
Zotu687,0,12,47,64,0,0,0,0,0,9,0,0,4,0,6,7,0,3
Zotu689,0,0,0,0,0,0,23,43,5,33,38,15,31,27,8,11,5,11
Zotu693,0,0,0,0,0,0,50,78,16,24,0,0,0,6,0,0,0,9
Zotu694,0,0,0,0,0,0,7,4,4,0,0,0,14,14,15,89,10,44
Zotu695,0,0,0,0,0,0,8,14,0,53,42,28,26,20,17,26,4,36
Zotu697,0,17,0,49,5,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu70,0,0,0,0,0,0,684,611,79,471,754,1090,942,560,449,354,631,752
Zotu703,30,0,6,0,10,98,0,0,0,0,0,0,0,0,0,0,0,0
Zotu708,0,0,0,0,0,0,8,26,30,48,11,6,4,0,0,5,12,8
Zotu709,0,0,0,0,0,0,13,21,11,19,5,0,0,8,12,30,14,37
Zotu710,6,0,0,5,0,0,0,0,0,0,17,20,7,24,38,37,26,48
Zotu711,8,0,46,0,0,0,17,9,0,76,0,0,0,0,0,0,0,3
Zotu713,0,0,0,0,0,0,33,28,9,26,14,27,19,13,19,27,15,14
Zotu717,39,0,60,5,11,0,11,0,0,0,0,0,0,0,0,0,0,0
Zotu719,0,0,0,0,0,0,65,63,30,10,0,0,0,0,0,0,0,0
Zotu720,0,0,0,0,0,0,4,28,14,6,0,0,0,21,16,55,7,8
Zotu721,0,0,4,0,0,4,12,19,3,23,41,45,28,0,11,5,29,15
Zotu725,6,0,0,0,0,3,11,17,0,22,8,4,12,15,25,6,24,21
Zotu727,0,0,0,4,5,0,25,49,11,12,0,0,0,0,0,5,0,0
Zotu728,0,0,0,0,0,0,4,6,6,10,0,0,0,21,50,35,18,33
Zotu73,422,39,151,34,26,246,434,546,53,327,304,321,243,204,385,137,342,295
Zotu743,9,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0
Zotu746,0,0,0,0,0,4,3,0,0,4,11,4,0,46,52,27,54,58
Zotu749,0,0,0,0,0,0,9,16,4,25,18,17,11,20,14,16,15,52
Zotu754,38,9,3,0,5,13,0,12,0,3,13,3,0,12,0,0,4,8
Zotu757,0,0,0,0,0,0,41,0,0,0,0,26,0,19,11,3,25,4
Zotu760,0,0,0,0,0,0,0,0,16,0,0,6,137,13,0,0,9,0
Zotu763,0,0,0,0,0,0,23,21,0,48,0,4,0,9,4,0,7,26
Zotu766,0,0,0,0,0,0,22,14,4,18,25,29,18,9,34,4,25,11
Zotu768,4,0,6,8,0,3,0,17,4,0,0,21,0,19,38,20,29,36
Zotu77,327,42,3,14,14,189,304,313,60,361,410,356,325,190,395,196,288,298
Zotu774,0,0,0,0,0,0,15,18,9,12,16,27,19,28,13,8,25,16
Zotu776,0,0,0,0,0,0,18,8,0,46,9,25,16,32,21,9,18,27
Zotu777,0,0,0,0,0,0,9,30,0,8,5,15,18,12,20,16,14,35
Zotu78,11,0,25,0,0,20,692,591,92,811,479,426,353,492,379,323,398,619
Zotu783,0,0,6,0,0,0,18,9,0,15,22,17,26,3,23,29,16,12
Zotu787,0,68,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Zotu789,0,0,0,0,0,0,10,15,0,4,37,41,35,20,34,21,12,17
Zotu792,0,0,0,0,0,0,0,4,6,0,0,0,0,16,19,78,23,19
Zotu795,0,0,0,0,0,0,0,0,3,3,0,0,0,21,21,49,24,51
Zotu796,0,0,0,0,0,0,20,17,4,6,20,14,13,13,21,6,14,12
Zotu799,0,0,0,0,0,0,19,18,23,12,0,0,0,0,3,9,0,17
Zotu802,0,0,0,0,0,0,14,12,10,16,10,19,14,13,11,14,7,24
Zotu808,0,0,0,0,0,0,7,19,11,6,0,9,0,11,3,26,19,18
Zotu813,0,0,0,0,0,0,29,15,25,19,0,9,0,0,0,5,0,15
Zotu815,0,0,0,0,0,0,0,0,10,0,3,0,0,11,42,53,31,42
Zotu819,5,0,21,7,6,4,17,4,0,100,0,0,5,0,6,3,3,3
Zotu822,0,0,0,0,0,0,12,17,19,4,0,0,0,14,10,40,5,3
Zotu824,0,0,0,0,9,0,0,9,3,6,0,0,0,13,0,0,13,48
Zotu827,3,0,0,0,0,4,6,5,3,0,20,4,20,0,34,5,26,9
Zotu839,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu84,5,2052,16,9,432,48,0,0,0,6,6,0,0,0,11,19,3,4
Zotu842,0,0,0,0,0,0,20,10,0,3,33,22,12,17,24,0,20,16
Zotu844,0,0,0,0,0,0,23,18,0,8,39,47,15,3,16,5,11,15
Zotu845,0,0,0,0,4,6,0,0,0,0,5,0,0,0,0,0,0,4
Zotu853,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu854,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu855,0,0,0,0,0,0,5,29,5,36,6,13,10,13,4,22,0,33
Zotu856,0,0,0,0,0,5,19,15,0,17,16,22,6,4,4,6,11,16
Zotu858,7,0,0,6,0,4,4,11,0,32,0,0,0,0,0,3,0,3
Zotu86,663,20,5,10,26,301,282,293,69,174,234,216,138,209,297,144,215,259
Zotu87,62,12,532,38,9,54,12,36,13,151,159,151,39,345,582,543,608,1029
Zotu872,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu874,0,0,0,0,0,0,19,12,36,0,0,0,0,0,0,14,0,0
Zotu879,16,9,0,92,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu885,0,0,0,0,0,0,12,23,4,13,15,14,0,0,12,11,14,40
Zotu887,0,11,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Zotu888,0,10,106,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
Zotu89,155,25,0,10,0,66,9,3,0,5,327,360,141,885,1075,497,410,780
Zotu890,0,0,0,0,0,0,10,3,0,119,0,0,0,0,0,0,0,4
Zotu893,75,0,0,0,0,0,9,10,0,11,11,16,8,13,5,3,13,4
Zotu899,0,0,0,0,0,11,4,6,0,35,0,0,0,27,15,28,6,21
Zotu901,0,0,0,0,0,0,0,4,17,6,0,25,3,13,0,15,0,10
Zotu902,0,0,0,0,0,0,10,41,9,9,0,0,0,5,4,0,9,21
Zotu904,0,7,50,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Zotu911,0,0,0,0,0,0,5,15,4,0,30,22,31,5,19,13,4,15
Zotu913,0,0,0,0,0,0,0,0,3,0,0,0,0,26,35,54,9,17
Zotu918,35,0,10,0,0,0,0,8,0,3,0,0,0,4,0,0,21,5
Zotu920,0,0,0,0,0,0,13,19,3,3,23,16,17,9,8,14,12,4
Zotu921,0,0,0,0,0,0,9,0,3,6,4,22,6,0,3,6,22,15
Zotu923,21,0,0,0,0,0,8,21,7,21,25,26,10,0,9,0,9,5
Zotu928,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu929,0,0,0,0,0,0,8,12,0,20,27,22,8,4,13,6,11,21
Zotu93,77,17,0,0,0,39,31,50,169,168,296,564,276,329,123,288,194,624
Zotu931,0,4,70,13,0,17,3,3,0,6,0,9,0,16,15,0,25,0
Zotu935,0,0,0,0,0,0,13,13,0,8,20,9,54,0,0,9,3,6
Zotu937,0,0,0,0,0,0,0,14,0,15,0,3,0,13,11,10,24,40
Zotu939,0,0,26,0,0,0,34,20,21,11,0,0,0,5,0,3,9,0
Zotu943,0,0,0,0,0,0,23,48,5,0,0,0,0,24,7,9,4,4
Zotu944,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
Zotu948,0,0,0,0,0,0,22,16,15,30,0,0,0,18,0,20,0,11
Zotu949,0,0,0,0,0,0,0,0,0,7,11,24,10,0,93,6,0,8
Zotu953,3,0,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu955,15,0,0,0,0,0,0,0,0,5,18,22,14,15,14,14,19,11
Zotu957,0,0,0,0,0,0,19,10,5,15,12,25,20,6,10,14,4,17
Zotu96,232,3,34,41,0,50,489,455,217,197,484,467,542,334,307,179,166,327
Zotu962,0,0,0,0,0,0,6,23,19,10,4,8,0,3,0,6,4,12
Zotu966,0,0,24,11,0,0,0,5,0,42,0,0,0,0,10,0,0,11
Zotu969,0,4,4,3,0,0,5,16,4,0,4,5,0,16,8,12,9,14
Zotu972,0,0,0,0,0,0,43,13,10,4,0,0,0,0,0,7,13,11
Zotu979,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0
Zotu980,0,0,0,0,0,0,10,10,3,11,29,14,10,25,6,4,8,40
Zotu983,0,0,4,0,0,0,15,56,15,16,0,0,0,0,5,0,0,5
Zotu985,0,0,0,0,0,0,0,9,7,16,36,22,12,3,20,0,4,12
Zotu987,0,0,0,0,0,0,9,18,0,12,26,15,7,9,20,0,0,0
Zotu991,0,0,0,0,0,0,14,15,0,12,13,24,18,7,13,6,13,14
