SampleType,Genus
OB38,Lacunisphaera
OB38,Defluviitoga
OB38,Rubripirellula
OB38,Agitococcus
OB38,Methylobacterium
OB38,Methylocystis
OB38,Pedomicrobium
OB38,Prosthecomicrobium
OB38,Amylibacter
OB38,Xanthomonas
OB35,Aliiglaciecola
OB35,Ferrimonas
OB35,Shewanella
OB35,Carboxylicivirga
OB35,Fermentimonas
OB35,Labilibaculum
OB35,Tepidimonas
OB35,Flavitalea
OB35,Niastella
OB35,Granulosicoccus
OB35,Aminipila
OB35,Flintibacter
OB35,Hathewaya
OB35,Mediterraneibacter
OB35,Mucispirillum
OB35,Desulfopila
OB35,Enterobacter
OB35,Dokdonia
OB35,Maribacter
OB35,Kiritimatiella
OB35,Cellulomonas
OB35,Cryobacterium
OB35,Anderseniella
OB35,Amaricoccus
OB35,Epibacterium
OB35,Thalassobius
OB35,Acidocella
OB35,Actinoallomurus
OB35,Luteolibacter
OB37,Pseudaeromonas
OB37,Psychrobium
OB37,Bordetella
OB37,Hydromonas
OB37,Candidatus Cloacamonas
OB37,Eionea
OB37,Wenzhouxiangella
OB37,Hungatella
OB37,Kineothrix
OB37,Lacrimispora
OB37,Mogibacterium
OB37,Desulfosarcina
OB37,Actibacter
OB37,Lacinutrix
OB37,Zobellia
OB37,Jatrophihabitans
OB37,Cetobacterium
OB37,Leuconostoc
OB37,Mariprofundus
OB37,Micrococcus
OB37,Pseudarthrobacter
OB37,Gallionella
OB37,Cutibacterium
OB37,Ahrensia
OB37,Roseovarius
OB37,Propionivibrio
OB37,Uliginosibacterium
OB37,Akkermansia
OB37,Luteimonas
OB37,Paramoritella
OB37,Rhizobacter
OB37,Variovorax
OB37,Desulfotalea
OB37,Trichococcus
OB37,Gimesia
OB37,Pseudahrensia
OB37,Loktanella
OB37,Anaerohalosphaera
OB37,Spartobacteria_genera_incertae_sedis
OB37,Leucothrix
OB37,Aliivibrio
OB35,Paramoritella
OB35,Rhizobacter
OB35,Variovorax
OB35,Desulfotalea
OB35,Trichococcus
OB35,Gimesia
OB35,Pseudahrensia
OB35,Loktanella
OB35,Anaerohalosphaera
OB35,Spartobacteria_genera_incertae_sedis
OB35,Leucothrix
OB35,Aliivibrio
OB35,Moritella
OB35,Herbaspirillum
OB35,Syntrophomonas
OB35,Desulfobulbus
OB35,Algibacter
OB35,Chryseobacterium
OB35,Wenyingzhuangia
OB35,Aquicella
OB35,Rhodopirellula
OB35,Singulisphaera
OB35,Thalassobaculum
OB35,Sphingobium
OB35,Longivirga
OB35,Dialister
OB38,Moritella
OB38,Herbaspirillum
OB38,Syntrophomonas
OB38,Desulfobulbus
OB38,Algibacter
OB38,Chryseobacterium
OB38,Wenyingzhuangia
OB38,Aquicella
OB38,Rhodopirellula
OB38,Singulisphaera
OB38,Thalassobaculum
OB38,Sphingobium
OB38,Longivirga
OB38,Dialister
OB37,Pseudaeromonas
OB37,Psychrobium
OB37,Bordetella
OB37,Hydromonas
OB37,Candidatus Cloacamonas
OB37,Eionea
OB37,Wenzhouxiangella
OB37,Hungatella
OB37,Kineothrix
OB37,Lacrimispora
OB37,Mogibacterium
OB37,Desulfosarcina
OB37,Actibacter
OB37,Lacinutrix
OB37,Zobellia
OB37,Jatrophihabitans
OB37,Cetobacterium
OB37,Leuconostoc
OB37,Mariprofundus
OB37,Micrococcus
OB37,Pseudarthrobacter
OB37,Gallionella
OB37,Cutibacterium
OB37,Ahrensia
OB37,Roseovarius
OB37,Propionivibrio
OB37,Uliginosibacterium
OB37,Akkermansia
OB37,Luteimonas
OB38,Aeromonas
OB38,Echinimonas
OB38,BRC1_genera_incertae_sedis
OB38,Barnesiella
OB38,Comamonas
OB38,Noviherbaspirillum
OB38,Brevundimonas
OB38,Taibaiella
OB38,Coprococcus
OB38,Eisenbergiella
OB38,Lachnospiracea_incertae_sedis
OB38,Oscillibacter
OB38,Emticicia
OB38,Catenibacterium
OB38,Holdemanella
OB38,Gaetbulibacter
OB38,Gp7
OB38,Lentisphaera
OB38,Subtercola
OB38,Uruburuella
OB38,Thiobacillus
OB38,Pseudobacteriovorax
OB38,Lacunisphaera
OB38,Defluviitoga
OB38,Rubripirellula
OB38,Agitococcus
OB38,Methylobacterium
OB38,Methylocystis
OB38,Pedomicrobium
OB38,Prosthecomicrobium
OB38,Amylibacter
OB38,Xanthomonas
OB38,Petrimonas
OB38,Fusicatenibacter
OB38,Planktothrix
OB38,Ketobacter
OB38,Shinella
OB38,Yoonia
OB38,Polymorphobacter
OB38,WPS-2_genera_incertae_sedis
OB37,Petrimonas
OB37,Fusicatenibacter
OB37,Planktothrix
OB37,Ketobacter
OB37,Shinella
OB37,Yoonia
OB37,Polymorphobacter
OB37,WPS-2_genera_incertae_sedis
OB37,Prevotellamassilia
OB37,Methylobacter
OB37,Rivicola
OB37,Methyloceanibacter
OB37,Dechloromonas
OB37,Thiothrix
OB37,Arenimonas
OB35,Prevotellamassilia
OB35,Methylobacter
OB35,Rivicola
OB35,Methyloceanibacter
OB35,Dechloromonas
OB35,Thiothrix
OB35,Arenimonas
OB38,Prevotellamassilia
OB38,Methylobacter
OB38,Rivicola
OB38,Methyloceanibacter
OB38,Dechloromonas
OB38,Thiothrix
OB38,Arenimonas
OB38,Tolumonas
OB38,Duncaniella
OB38,Janthinobacterium
OB38,Rhodoferax
OB38,Sphaerotilus
OB38,Aliarcobacter
OB38,Hellea
OB38,Phenylobacterium
OB38,Halioglobus
OB38,Porticoccus
OB38,Gemmiger
OB38,Peptacetobacter
OB38,Romboutsia
OB38,Collinsella
OB38,Emcibacter
OB38,Phaeocystidibacter
OB38,Micropepsis
OB38,Methylotenera
OB38,Spongiispira
OB38,Planctomicrobium
OB38,Pelagicoccus
OB38,Bradyrhizobium
OB38,Pseudolabrys
OB38,Celeribacter
OB38,Cypionkella
OB38,Reyranella
OB38,Varunaivibrio
OB38,Roseithermus
OB38,Flavilitoribacter
OB38,Megamonas
OB38,Photobacterium
OB35,Tolumonas
OB35,Duncaniella
OB35,Janthinobacterium
OB35,Rhodoferax
OB35,Sphaerotilus
OB35,Aliarcobacter
OB35,Hellea
OB35,Phenylobacterium
OB35,Halioglobus
OB35,Porticoccus
OB35,Gemmiger
OB35,Peptacetobacter
OB35,Romboutsia
OB35,Collinsella
OB35,Emcibacter
OB35,Phaeocystidibacter
OB35,Micropepsis
OB35,Methylotenera
OB35,Spongiispira
OB35,Planctomicrobium
OB35,Pelagicoccus
OB35,Bradyrhizobium
OB35,Pseudolabrys
OB35,Celeribacter
OB35,Cypionkella
OB35,Reyranella
OB35,Varunaivibrio
OB35,Roseithermus
OB35,Flavilitoribacter
OB35,Megamonas
OB35,Photobacterium
OB37,Tolumonas
OB37,Duncaniella
OB37,Janthinobacterium
OB37,Rhodoferax
OB37,Sphaerotilus
OB37,Aliarcobacter
OB37,Hellea
OB37,Phenylobacterium
OB37,Halioglobus
OB37,Porticoccus
OB37,Gemmiger
OB37,Peptacetobacter
OB37,Romboutsia
OB37,Collinsella
OB37,Emcibacter
OB37,Phaeocystidibacter
OB37,Micropepsis
OB37,Methylotenera
OB37,Spongiispira
OB37,Planctomicrobium
OB37,Pelagicoccus
OB37,Bradyrhizobium
OB37,Pseudolabrys
OB37,Celeribacter
OB37,Cypionkella
OB37,Reyranella
OB37,Varunaivibrio
OB37,Roseithermus
OB37,Flavilitoribacter
OB37,Megamonas
OB37,Photobacterium
OB39,Tolumonas
OB39,Duncaniella
OB39,Janthinobacterium
OB39,Rhodoferax
OB39,Sphaerotilus
OB39,Aliarcobacter
OB39,Hellea
OB39,Phenylobacterium
OB39,Halioglobus
OB39,Porticoccus
OB39,Gemmiger
OB39,Peptacetobacter
OB39,Romboutsia
OB39,Collinsella
OB39,Emcibacter
OB39,Phaeocystidibacter
OB39,Micropepsis
OB39,Methylotenera
OB39,Spongiispira
OB39,Planctomicrobium
OB39,Pelagicoccus
OB39,Bradyrhizobium
OB39,Pseudolabrys
OB39,Celeribacter
OB39,Cypionkella
OB39,Reyranella
OB39,Varunaivibrio
OB39,Roseithermus
OB39,Flavilitoribacter
OB39,Megamonas
OB39,Photobacterium
