"Taxon","sumFP","sumBL","Order","Genus"
"Sphingomonadales;Sphingomonas",5,6,"Sphingomonadales","Sphingomonas"
"Sphingomonadales;Sphingorhabdus",7,6,"Sphingomonadales","Sphingorhabdus"
"Spirochaetales;Pleomorphochaeta",1,0,"Spirochaetales","Pleomorphochaeta"
"Sporichthyales;Longivirga",2,2,"Sporichthyales","Longivirga"
"Streptosporangiales;Actinoallomurus",1,0,"Streptosporangiales","Actinoallomurus"
"Subdivision3_genera_incertae_sedis;Subdivision3_genera_incertae_sedis",8,8,"Subdivision3_genera_incertae_sedis","Subdivision3_genera_incertae_sedis"
"Synergistales;Acetomicrobium",2,2,"Synergistales","Acetomicrobium"
"Synergistales;Cloacibacillus",1,0,"Synergistales","Cloacibacillus"
"Terrimicrobiales;Terrimicrobium",1,0,"Terrimicrobiales","Terrimicrobium"
"Thermotogales;Fervidobacterium",1,0,"Thermotogales","Fervidobacterium"
"Thiotrichales;Cocleimonas",0,1,"Thiotrichales","Cocleimonas"
"Thiotrichales;Cysteiniphilum",2,1,"Thiotrichales","Cysteiniphilum"
"Thiotrichales;Francisella",0,1,"Thiotrichales","Francisella"
"Thiotrichales;Leucothrix",6,0,"Thiotrichales","Leucothrix"
"Thiotrichales;Thiomicrorhabdus",2,0,"Thiotrichales","Thiomicrorhabdus"
"Thiotrichales;Thiothrix",2,2,"Thiotrichales","Thiothrix"
"Veillonellales;Dialister",3,1,"Veillonellales","Dialister"
"Verrucomicrobiales;Akkermansia",1,1,"Verrucomicrobiales","Akkermansia"
"Verrucomicrobiales;Luteolibacter",1,1,"Verrucomicrobiales","Luteolibacter"
"Verrucomicrobiales;Rubritalea",15,11,"Verrucomicrobiales","Rubritalea"
"Vibrionales;Aliivibrio",2,2,"Vibrionales","Aliivibrio"
"Vibrionales;Catenococcus",0,1,"Vibrionales","Catenococcus"
"Vibrionales;Photobacterium",1,1,"Vibrionales","Photobacterium"
"Vibrionales;Vibrio",6,2,"Vibrionales","Vibrio"
"Vicinamibacterales;Luteitalea",0,1,"Vicinamibacterales","Luteitalea"
"WPS-2_genera_incertae_sedis;WPS-2_genera_incertae_sedis",2,0,"WPS-2_genera_incertae_sedis","WPS-2_genera_incertae_sedis"
"Woesearchaeota Incertae Sedis AR16;Woesearchaeota Incertae Sedis AR16",2,0,"Woesearchaeota Incertae Sedis AR16","Woesearchaeota Incertae Sedis AR16"
"Xanthomonadales;Arenimonas",5,1,"Xanthomonadales","Arenimonas"
"Xanthomonadales;Luteimonas",1,0,"Xanthomonadales","Luteimonas"
"Xanthomonadales;Rhodanobacter",1,0,"Xanthomonadales","Rhodanobacter"
"Xanthomonadales;Stenotrophomonas",1,1,"Xanthomonadales","Stenotrophomonas"
"Xanthomonadales;Xanthomonas",1,0,"Xanthomonadales","Xanthomonas"
